contig	pos	pvalue	adjust
1442	56217	3.07842307272217e-11	3.73457355855754e-05
1442	72769	4.20195210249773e-20	5.0975771833846e-14
1442	90926	4.68519378400824e-15	5.68381941310067e-09
1442	95139	1.93503706877579e-15	2.34748054480001e-09
1442	96490	1.17126099699342e-09	0.00142090942219759
1442	97678	3.40834208812956e-16	4.13481316250393e-10
1442	99233	1.03876458256361e-26	1.26017205951413e-20
1442	99610	3.19449356189903e-16	3.87538389215e-10
1444	21922	1.95237578632102e-08	0.0236851492329641
1444	22034	2.72751722758668e-08	0.0330887388706064
1444	4125	3.53975801191133e-08	0.0429423973336017
1444	44817	2.69864833710228e-09	0.00327385173691394
1444	55781	1.65455067854293e-09	0.00200720988292097
1444	57081	9.29913094865369e-09	0.0112811942147045
1444	7686	1.11205572347097e-08	0.0134908484065019
1444	77067	2.73481084839379e-11	3.31772210667469e-05
1445	2473	1.29703121097032e-08	0.0157348692843259
1445	2499	1.29703121097032e-08	0.0157348692843259
1445	3667	3.90198108967292e-10	0.000473366884903125
1445	9115	1.44245373743803e-09	0.00174990553930426
1446	3037	1.52636132273724e-19	1.85169760687207e-13
1447	15811	6.51348090837054e-22	7.90179679658517e-16
1447	21884	7.32870615014936e-10	0.000889078322252294
1447	22886	1.54303848881355e-11	1.87192942751172e-05
1447	27516	7.01828841611588e-09	0.0085142015005689
1447	46531	2.16338122137602e-09	0.00262449511180621
1447	49043	8.1372560462172e-09	0.00987167148618817
1447	62554	3.68820392642147e-09	0.00447432615231858
1448	5732	4.51906469437822e-15	5.48228073866147e-09
1448	5873	5.15013816857304e-12	6.24786436851354e-06
1449	42716	1.1433676977296e-10	0.000138707080566218
1449	45803	3.30001853897244e-13	4.00340099046172e-07
1453	1027	1.81802399818283e-09	0.00220552672327552
1454	123568	5.83947399329747e-18	7.08412867759885e-12
1454	123603	8.42203128993719e-16	1.02171451492308e-09
1454	123658	4.5210256000458e-10	0.000548465960156756
1454	124030	1.31958837987215e-18	1.60085204509999e-12
1454	139022	6.94270365075328e-09	0.00842250622039309
1454	4455	1.24434414056843e-10	0.000150956987240989
1454	60391	2.48502543885434e-08	0.0301469618601894
1456	26625	2.30950770879748e-14	2.80176772938912e-08
1456	27216	2.6628050925096e-08	0.0323036868395256
1456	28231	7.41661687160849e-12	8.99743167470748e-06
1456	28816	3.24804851061378e-08	0.0394035381040855
1456	28823	3.87425124828987e-08	0.0470002853060662
1456	29038	3.14992112096895e-09	0.00382131105829788
1456	29123	9.27072749552321e-12	1.12467367075565e-05
1456	29225	1.13006451617281e-08	0.0137093211747246
1456	32929	9.67853703547478e-10	0.00117414688119011
1456	39680	1.52004021303048e-08	0.0184402918423686
1460	19880	8.9002934277697e-11	0.000107973464704317
1460	25320	7.46543975243865e-09	0.00905666090847218
1460	34436	3.99653435051058e-08	0.0484837566465016
1460	34447	3.99653435051058e-08	0.0484837566465016
1461	6115	1.58917075183032e-12	1.9278945517292e-06
1464	18770	4.94854449808299e-11	6.00330201512689e-05
1464	18852	4.94854449808299e-11	6.00330201512689e-05
1464	31955	6.21743275029072e-09	0.00754264745385144
1464	36232	6.43473008726925e-26	7.80626063172026e-20
1464	38888	3.9064024368428e-22	4.73903258424366e-16
1464	39559	7.39158955015021e-25	8.96706990481698e-19
1466	6197	2.19639380979796e-10	0.000266454416838734
1467	11657	9.21823462054255e-17	1.11830552387381e-10
1467	11699	9.21823462054255e-17	1.11830552387381e-10
1471	11539	4.60079176472989e-13	5.58142752542324e-07
1471	11698	1.5389985225522e-12	1.86702836264159e-06
1471	5094	9.62831542068463e-09	0.0116805427110265
1475	106681	2.80668893240544e-11	3.40492064490299e-05
1475	107202	1.09733891676827e-19	1.33123122018285e-13
1475	107819	5.14544431966698e-12	6.24217004918239e-06
1475	107934	1.73943606976313e-08	0.0211018817085279
1475	108981	1.32418936350484e-11	1.60643370538908e-05
1475	19790	6.09096251662006e-09	0.00738922072222505
1475	5086	5.44481504000702e-09	0.00660535014170931
1475	6127	2.48317600609285e-10	0.000301245255591151
1476	35307	2.38663532105654e-10	0.000289533470656314
1476	35994	1.35524679365579e-11	1.64411087148955e-05
1476	40234	1.02145257491086e-12	1.23917008399024e-06
1476	76733	2.29047844729663e-22	2.77868247594568e-16
1476	84882	3.60074312533272e-18	4.36822351878176e-12
1476	85628	7.29062367918746e-29	8.84458366328787e-23
1476	85780	1.23652537338891e-16	1.50008457409989e-10
1476	90215	3.53628184978896e-10	0.000429002264466223
1477	30195	3.13764168500669e-11	3.80641432195744e-05
1477	30261	5.77713744720227e-09	0.00700850540838619
1478	4344	8.69986714283927e-19	1.05542003249998e-12
1478	4482	6.33368219104584e-09	0.00768367488165631
1478	4824	4.84519722309647e-09	0.00587792678521336
1478	4906	7.18430509728361e-11	8.71560380724412e-05
1478	4908	3.38868839627845e-20	4.11097038450322e-14
1478	5199	3.32801855004781e-11	4.03736906389775e-05
1478	5390	2.15349240639613e-08	0.0261249854535743
1479	13089	4.67529789090659e-11	5.67181425986387e-05
1479	17612	3.04396983240094e-10	0.000369277678232804
1479	17687	1.89070208360584e-13	2.29369577921601e-07
1479	27893	2.48325139748364e-09	0.00301254401660029
1479	2988	1.21700680561573e-09	0.0014764057211987
1479	30487	7.90951653438449e-09	0.00959539043610587
1479	31006	2.49555311239491e-09	0.00302746778053633
1479	4369	1.06549676350115e-08	0.012926020711576
1480	10536	4.17423417266959e-15	5.06395131540325e-09
1480	10688	2.38733587371795e-20	2.89618457852156e-14
1480	11631	4.34415069673078e-19	5.27008469698547e-13
1480	12347	6.94762684623799e-16	8.42847877037939e-10
1480	13785	1.11936146395071e-17	1.35794776318448e-11
1480	16268	8.79230389558317e-09	0.0106663395094072
1480	17020	3.39425523646345e-08	0.0411772376883946
1480	17469	1.10175222139216e-12	1.33658519862079e-06
1480	17617	1.07038430065533e-13	1.29853136241851e-07
1480	19540	8.41895319539915e-14	1.02134109742325e-07
1480	2571	5.46942613048778e-18	6.6352069630706e-12
1480	5644	1.61434511623346e-11	1.95843470603303e-05
1480	5663	9.18978240449772e-19	1.11485385751044e-12
1480	6996	2.38733587371795e-20	2.89618457852156e-14
1480	7782	1.59883853734406e-17	1.93962297738626e-11
1480	9638	2.38733587371795e-20	2.89618457852156e-14
1484	102774	1.83394156819939e-11	2.22483704375325e-05
1484	102814	1.76251508892236e-08	0.0213818636755072
1484	104270	6.67322455425306e-10	0.000809558900186933
1484	104285	6.67322455425306e-10	0.000809558900186933
1484	104443	2.21438465622856e-10	0.000268636967378039
1484	104834	2.21438465622856e-10	0.000268636967378039
1484	104892	2.21438465622856e-10	0.000268636967378039
1484	104991	2.21438465622856e-10	0.000268636967378039
1484	105014	2.35385505507069e-09	0.00285556749078373
1484	105073	2.35385505507069e-09	0.00285556749078373
1484	105304	2.21438465622856e-10	0.000268636967378039
1484	111638	1.69357261321962e-08	0.0205454914786432
1484	111774	8.23266686387952e-12	9.98741864258112e-06
1484	128620	6.92879373818988e-20	8.40563147951636e-14
1484	129385	4.15961262289097e-09	0.00504621325539707
1484	132953	6.59577349895731e-09	0.00800162964139257
1484	144632	2.94199532262394e-09	0.00356906691566462
1484	159032	6.04497339669502e-10	0.000733342925133358
1484	159425	3.70620534322466e-09	0.00449616448110628
1484	177727	1.69704554464246e-13	2.05876231725527e-07
1484	190455	3.76116630605249e-08	0.0456284009835605
1484	25353	2.01315296373819e-08	0.0244224645219417
1484	281947	3.29366253289675e-08	0.0399569023347103
1484	297186	4.60012557859713e-16	5.58061934504722e-10
1484	312862	1.19312238872725e-08	0.0144743046027252
1484	314130	4.90054176111815e-13	5.94506773479167e-07
1484	314133	4.90054176111815e-13	5.94506773479167e-07
1484	316008	9.00324001240527e-10	0.00109222356048494
1484	32760	6.39568848873784e-09	0.00775889751166987
1484	330833	4.15195335158061e-09	0.00503692144870326
1484	344383	1.3053733750793e-08	0.0158360718311058
1484	346483	1.69461244914459e-08	0.0205581061961751
1484	358623	2.47442736903785e-09	0.00300183919061142
1484	358781	1.15505269645048e-09	0.00140124640343542
1484	46513	1.53128112695402e-09	0.00185766604275864
1484	49153	1.56282163049657e-08	0.0189592924692876
1484	49201	1.56282163049657e-08	0.0189592924692876
1484	65246	5.54553248024293e-10	0.000672753500074431
1484	80762	2.69089143238429e-13	3.26444148673984e-07
1485	163558	4.81999326687296e-14	5.8473507317406e-08
1485	165383	6.00294153354349e-12	7.28243850671062e-06
1485	198490	1.53234211963507e-08	0.0185895318072469
1485	200315	3.58499690486912e-17	4.34912107015744e-11
1485	202417	2.93188581767138e-16	3.55680262027895e-10
1485	68292	1.54804546938463e-08	0.0187800362095661
1485	75095	1.70321777791003e-08	0.0206625013118266
1488	10384	1.64619141666466e-08	0.0199706888616964
1488	11937	7.04474476846915e-09	0.00854629689214451
1488	12153	4.19131364793519e-09	0.00508467119542433
1488	1221	3.25758652435608e-08	0.0395192480408996
1488	12272	4.56965006122727e-09	0.00554364812352755
1488	12338	7.50122071153649e-09	0.00910006840009694
1488	1241	3.25758652435608e-08	0.0395192480408996
1488	12456	3.44051494387056e-13	4.17384350158185e-07
1488	12675	4.56237281529535e-10	0.000553481976901148
1488	12677	4.56237281529535e-10	0.000553481976901148
1488	1282	1.5904523054111e-10	0.000192944926204794
1488	12951	1.18397878233086e-14	1.43633793989078e-08
1488	13183	5.34824907972406e-09	0.00648820162982185
1488	13326	2.24429449562817e-32	2.72265464589884e-26
1488	13375	2.75014760255914e-17	3.3363278133066e-11
1488	13520	2.397143169523e-15	2.90808225039098e-09
1488	13534	5.21591892768512e-09	0.00632766596752657
1488	13570	2.25596333057464e-09	0.00273681063466998
1488	2196	8.31222264139298e-09	0.0100839313362927
1488	2482	2.02611268413949e-08	0.024579684722004
1488	982	3.48932144159207e-09	0.00423305286026021
1489	6284	1.15866826210233e-09	0.00140563260882813
1493	14768	2.46341555023468e-10	0.000298848025768945
1493	3881	3.54029122561246e-19	4.29488659889562e-13
1493	4285	2.15113581205158e-15	2.60963965471131e-09
1493	4855	8.10387502111641e-35	9.83117546249227e-29
1493	6879	1.07224639465748e-12	1.30079035244675e-06
1493	8980	1.99871618040288e-19	2.42473254067485e-13
1496	119590	4.90082698586152e-16	5.94541375376298e-10
1496	127179	2.92746474829086e-08	0.0355143922206532
1496	62227	5.43850972276729e-09	0.00659770087762652
1496	64873	8.31345414775419e-09	0.0100854253320773
1496	66864	6.42835180712118e-10	0.000779852285305002
1496	76103	2.8165000570279e-08	0.0341682296168311
1496	85793	6.45784750531455e-12	7.83430541183482e-06
1496	87322	3.44737472577216e-09	0.00418216541169687
1496	94370	2.20228460024056e-10	0.000267169055135884
1498	15579	1.22056977366953e-10	0.000148072811807832
1500	1950	4.49705704430975e-10	0.000545558226801915
1503	111236	2.51678921748006e-08	0.0305323025523985
1503	112188	9.91003240706913e-11	0.000120223062644739
1503	16289	7.51252874366739e-13	9.11378668273637e-07
1503	16651	7.51252874366739e-13	9.11378668273637e-07
1503	29844	5.61424848648904e-12	6.81089748014174e-06
1503	30026	7.03192904348388e-11	8.53074955945725e-05
1503	30046	7.03192904348388e-11	8.53074955945725e-05
1503	30620	3.05821288051157e-10	0.00037100556649282
1503	33604	1.15403536138508e-11	1.4000122284875e-05
1503	33633	5.59110238080335e-09	0.00678281789775968
1503	39061	7.80741827086462e-10	0.000947153043820805
1503	39176	5.03560357585835e-17	6.10891730003468e-11
1503	40264	5.30260387013518e-15	6.43282737203514e-09
1503	41427	8.75730890956006e-09	0.0106238855170882
1503	41680	7.05608234532304e-09	0.00856005101681692
1503	42308	7.01359223784573e-17	8.50850435538136e-11
1503	42706	1.46975482425396e-15	1.78302571626957e-09
1503	42879	7.65184830504627e-17	9.28280151202536e-11
1503	43693	2.03608114613701e-16	2.47006166203038e-10
1503	44894	8.85579148216844e-14	1.07433591576352e-07
1503	46436	1.17550007554869e-08	0.0142605203915152
1503	46679	2.13523665556294e-08	0.0259035167251291
1503	46827	1.11849319501216e-08	0.0135689442706303
1503	47199	3.17490377564076e-17	3.85161864089971e-11
1503	47956	3.20496664556174e-15	3.88808926123e-09
1503	48805	9.11460936004983e-14	1.10573427720976e-07
1503	50289	5.19470590031538e-20	6.30193148943811e-14
1503	56069	1.0695830924585e-08	0.0129755938070057
1503	56089	1.0695830924585e-08	0.0129755938070057
1503	56220	3.98765170829146e-08	0.0483759973165525
1503	56245	3.98765170829146e-08	0.0483759973165525
1503	56992	9.46950511882433e-09	0.0114878827873761
1503	57294	6.0985411571126e-18	7.39841471204536e-12
1503	58307	1.99927971268649e-08	0.0242541618704706
1503	58474	1.99927971268649e-08	0.0242541618704706
1503	58617	1.77527594386447e-08	0.0215366713491946
1503	58833	3.80362673226469e-08	0.0461435075211325
1503	60748	7.91571646591812e-18	9.60291185204624e-12
1503	61594	7.91571646591812e-18	9.60291185204624e-12
1503	61680	7.91571646591812e-18	9.60291185204624e-12
1503	61771	7.91571646591812e-18	9.60291185204624e-12
1503	61803	7.91571646591812e-18	9.60291185204624e-12
1503	66232	3.89810313292687e-23	4.72896432519456e-17
1503	68462	1.15748251730289e-22	1.40419412845341e-16
1503	74260	2.30510634200721e-10	0.000279642823327434
1503	76716	1.70700569013112e-32	2.07084541795411e-26
1503	95003	1.09205389596375e-08	0.0132481972361894
1504	20016	2.97180213372375e-09	0.0036052268995163
1504	21444	6.05174044676439e-10	0.000734163866428998
1504	22256	4.45760360283591e-11	5.40771952276237e-05
1504	22397	2.84812191646395e-09	0.00345518486234866
1504	5159	4.89661730791349e-15	5.94030680400871e-09
1504	5393	1.80417718485703e-08	0.0218872853092338
1504	5550	1.57893646440701e-12	1.91547887711304e-06
1505	238731	9.06621783573128e-21	1.09986368363282e-14
1505	240823	3.16557271325227e-15	3.84029870921843e-09
1505	241336	8.21052935944228e-09	0.00996056263976061
1505	247532	4.04581340045283e-09	0.00490815829769235
1505	309325	2.437453257419e-08	0.0295698423197158
1505	329677	2.56452125242815e-10	0.000311113613477695
1505	330642	3.62334510195997e-24	4.39564299371722e-18
1505	338095	1.08972793983421e-09	0.00132199800157017
1505	338500	5.47194070984592e-15	6.63825751244603e-09
1505	338882	7.58360777630787e-10	0.000920001585578901
1505	338899	7.58360777630787e-10	0.000920001585578901
1505	342216	2.07568611467157e-14	2.51810823158324e-08
1505	363200	2.68628160121575e-14	3.25884909310689e-08
1505	407501	1.14407625805829e-08	0.0138793039208213
1505	99117	2.46590839311834e-09	0.00299150443756955
1505	99141	2.46590839311834e-09	0.00299150443756955
1505	99224	2.46590839311834e-09	0.00299150443756955
1506	12809	4.13359208619449e-13	5.01464657140641e-07
1506	14089	1.5763564155785e-08	0.0191234890377698
1506	15571	1.69985009996851e-27	2.06216464952629e-21
1506	15859	5.5282825161537e-12	6.70660829305927e-06
1506	23506	1.04043590943695e-13	1.26219962135388e-07
1506	24818	1.88676455627284e-09	0.00228891898761961
1513	3628	1.69961745576078e-18	2.06188241836892e-12
1514	10859	1.07699929321121e-26	1.30655630756272e-20
1514	137189	1.56413207499438e-10	0.000189751900611905
1514	137233	1.3391855759444e-10	0.000162462628552907
1514	154055	7.62997677376692e-10	0.000925626817321147
1514	157864	1.45168683255777e-09	0.0017611066224833
1514	161843	1.71349535950408e-08	0.0207871832790557
1514	166427	2.01322250729378e-11	2.44233081861091e-05
1514	176177	4.02001096871815e-08	0.0487685620664558
1514	18294	7.40730071569089e-42	8.98612982673682e-36
1514	193038	1.38434516631236e-08	0.01679411416786
1514	19464	6.92070551468021e-09	0.00839581929160672
1514	50069	3.30226739389164e-09	0.00400612917756267
1514	5833	3.17000441071919e-28	3.84567500084194e-22
1516	11553	8.83345649195024e-12	1.0716263575927e-05
1516	12057	1.74027638956907e-14	2.11120760062377e-08
1516	31602	3.10630226081359e-16	3.76839505619471e-10
1516	33766	2.81710727134068e-16	3.41755960069059e-10
1516	37387	1.54419021727023e-10	0.00018733266411303
1516	38134	7.59066396008666e-14	9.20857602985933e-08
1516	40401	1.37284729854212e-11	1.66546283598988e-05
1516	4319	3.56684298846658e-13	4.32709773724329e-07
1516	44262	2.07081139715588e-08	0.0251219449240267
1516	5552	9.65864095437128e-15	1.17173319805907e-08
1516	6114	3.47890065266631e-17	4.22041093227887e-11
1516	8489	3.47890065266631e-17	4.22041093227887e-11
1516	8490	3.47890065266631e-17	4.22041093227887e-11
1516	8675	3.47890065266631e-17	4.22041093227887e-11
1517	11325	9.89785978988795e-18	1.20075391148036e-11
1517	14928	2.23189938361585e-08	0.0270761757773665
1517	15669	1.03419510393892e-14	1.25462861936798e-08
1517	17426	3.6539507825636e-14	4.43277212211311e-08
1517	18913	2.4714511218337e-11	2.99822857119694e-05
1517	19003	4.89914873257029e-16	5.94337778917398e-10
1517	19156	8.6935719402784e-29	1.0546563331489e-22
1517	21987	1.68062066441247e-25	2.03883655592867e-19
1517	22528	4.89914873257029e-16	5.94337778917398e-10
1517	28053	4.89914873257029e-16	5.94337778917398e-10
1517	31632	2.2220987616423e-11	2.69572800219255e-05
1517	32783	1.68170493085269e-13	2.04015192833929e-07
1517	36584	1.08297662862052e-28	1.31380768212784e-22
1517	40280	3.55783163164893e-28	4.31616565477674e-22
1517	54208	1.0339456563121e-09	0.00125432600322675
1517	9233	2.68494886874852e-15	3.25723229537792e-09
1520	10568	2.92239048532233e-10	0.000354528340531636
1522	100143	3.83936329698562e-10	0.000465770438692162
1522	113573	4.08065685777461e-14	4.95042846372498e-08
1522	123040	2.05772134360498e-10	0.000249631435938766
1522	123793	7.61465812740689e-14	9.23768443397304e-08
1522	140192	7.34401854463321e-10	0.000890935937732905
1522	141963	1.41430539759221e-08	0.01715757521562
1522	141988	1.44374317314564e-10	0.000175146981178576
1522	142013	1.44374317314564e-10	0.000175146981178576
1522	142785	1.0580249393321e-11	1.28353766502604e-05
1522	150923	2.74764427189704e-08	0.0333329091023054
1522	153562	2.83621919042832e-10	0.000344074512977217
1522	153915	6.3892493091998e-11	7.75108585320919e-05
1522	154059	6.3892493091998e-11	7.75108585320919e-05
1522	161935	8.76066294175956e-15	1.06279544444809e-08
1522	162375	5.74665825426935e-17	6.97152972787559e-11
1522	162740	5.74665825426935e-17	6.97152972787559e-11
1522	164142	3.53450673015171e-12	4.2878691671499e-06
1522	164365	2.77098929794556e-10	0.000336161181185617
1522	164370	2.77098929794556e-10	0.000336161181185617
1522	164522	1.33003446707371e-10	0.000161352466355813
1522	167748	1.9454337780381e-12	2.36009326065803e-06
1522	168040	4.56259309732653e-14	5.5350870030562e-08
1522	169032	7.30049675106977e-14	8.85656113107653e-08
1522	169138	7.17839356088277e-14	8.70843225641713e-08
1522	172873	5.59340571785653e-10	0.000678561217958906
1522	172911	5.59340571785653e-10	0.000678561217958906
1522	173033	5.59340571785653e-10	0.000678561217958906
1522	173498	5.59340571785653e-10	0.000678561217958906
1522	173756	5.59340571785653e-10	0.000678561217958906
1522	174499	8.79686464722695e-13	1.06718723624601e-06
1522	174981	1.68071410748789e-13	2.0389499159284e-07
1522	176319	6.82639749633e-09	0.00828140999068526
1522	176461	6.82639749633e-09	0.00828140999068526
1522	182105	8.1716824901927e-11	9.91343575456483e-05
1522	185565	2.37796522698404e-09	0.00288481662528955
1522	186257	6.1146215264044e-09	0.00741792253164987
1522	186677	1.72831194209009e-12	2.09669299098688e-06
1522	189087	4.02947306060875e-09	0.00488833509611221
1522	193445	1.18841405718377e-09	0.00144171857140221
1522	193747	2.18827431444856e-14	2.6546940432017e-08
1522	195446	2.02611020688135e-12	2.45796546692707e-06
1522	196069	1.7846437956276e-08	0.0216503169744664
1522	196073	1.7846437956276e-08	0.0216503169744664
1522	196126	1.7846437956276e-08	0.0216503169744664
1522	197337	1.03578757043467e-11	1.25656051213497e-05
1522	197409	3.55662272304145e-12	4.31469907334412e-06
1522	198573	1.32470436792135e-11	1.60705848042195e-05
1522	198892	7.20384135523132e-10	0.00087393041208921
1522	201524	1.67116330798723e-13	2.02736341126817e-07
1522	201634	1.67116330798723e-13	2.02736341126817e-07
1522	201720	1.67116330798723e-13	2.02736341126817e-07
1522	202820	2.22441590097532e-28	2.69853902818871e-22
1522	202830	2.22441590097532e-28	2.69853902818871e-22
1522	202895	2.82867700440568e-32	3.43159536450972e-26
1522	203954	1.1616788499215e-11	1.40928488838802e-05
1522	204624	1.87623109133962e-20	2.27614036730321e-14
1522	205769	1.00277675321412e-08	0.0121651360427795
1522	208603	1.46445574403626e-08	0.0177659716359887
1522	208838	1.02328098255703e-10	0.000124138820758415
1522	210113	2.138746633136e-09	0.00259460978425577
1522	213261	1.25156828339916e-09	0.00151833380516428
1522	216308	4.56996304218186e-09	0.00554402781480772
1522	216586	1.66011131636099e-11	2.01395574288676e-05
1522	223456	2.87578666914932e-22	3.48874621874515e-16
1522	225806	2.80336276137585e-12	3.4008855171493e-06
1522	225853	1.36566264639498e-08	0.0165674681116084
1522	232005	1.95951947548869e-24	2.37718125409172e-18
1522	232190	2.89680358847349e-33	3.51424278933868e-27
1522	236705	2.98239637075764e-09	0.00361807924520277
1522	237648	4.81190719165254e-21	5.83754115001732e-15
1522	240044	1.20359638171525e-38	1.46013693249595e-32
1522	240069	1.20359638171525e-38	1.46013693249595e-32
1522	240153	1.3868189894456e-19	1.68241252295098e-13
1522	240314	1.43604587388035e-32	1.74213187166857e-26
1522	241176	9.44574555578614e-11	0.000114590589922742
1522	241539	3.82180944723814e-10	0.000463640902186971
1522	241713	8.88751895417838e-73	1.07818491816667e-66
1522	243455	9.01389503595631e-10	0.00109351616933952
1522	244948	8.25763974732036e-09	0.010017714371263
1522	245389	2.21647579221857e-09	0.002688906524951
1522	249012	1.91594507487369e-09	0.00232431918785765
1522	249436	3.47434373914905e-23	4.21488273542997e-17
1522	249454	3.47434373914905e-23	4.21488273542997e-17
1522	249835	3.57575901884465e-14	4.33791417491629e-08
1522	249904	3.83810967158747e-13	4.65618355753798e-07
1522	250890	1.84225442126821e-10	0.000223492173988943
1522	250933	1.0648589091088e-21	1.29182826129079e-15
1522	251279	1.0648589091088e-21	1.29182826129079e-15
1522	251620	1.12907191174103e-08	0.0136972794436907
1522	251621	8.31217746411551e-15	1.00838765297044e-08
1522	251771	1.13579944499622e-16	1.37788941769994e-10
1522	251894	1.0648589091088e-21	1.29182826129079e-15
1522	252587	2.8941323611184e-09	0.00351100220322899
1522	253275	4.01150588109499e-21	4.86653830212098e-15
1522	253593	5.20546844017888e-34	6.31498801086081e-28
1522	253915	1.18484407483857e-10	0.000143738766517004
1522	256096	2.01300854382543e-28	2.4420712498991e-22
1522	256550	2.01300854382543e-28	2.4420712498991e-22
1522	256909	1.8143679169399e-09	0.00220109136659605
1522	259404	5.32667939684524e-13	6.46203447688582e-07
1522	259561	3.08003281887748e-08	0.0373652641405712
1522	261361	2.7019124649224e-10	0.000327781159725828
1522	262218	1.35332778246256e-14	1.64178283265555e-08
1522	263528	1.36414074942634e-27	1.65490052946281e-21
1522	263670	1.36414074942634e-27	1.65490052946281e-21
1522	263856	1.79996512488341e-22	2.18361869142668e-16
1522	263859	1.76499276648978e-53	2.14119214970324e-47
1522	264222	2.74680335725297e-08	0.0333227075883466
1522	264633	5.50900825251375e-13	6.68322581649579e-07
1522	264740	1.47045783643896e-26	1.78387857198674e-20
1522	266586	4.46830947030839e-12	5.42070729235727e-06
1522	269972	2.0200150061089e-10	0.000245057110458598
1522	269982	2.0200150061089e-10	0.000245057110458598
1522	271012	4.21314257440901e-11	5.11115284843142e-05
1522	273508	2.14299459500452e-08	0.0259976317795676
1522	274218	1.60895897707033e-25	1.95190053823798e-19
1522	274221	1.60895897707033e-25	1.95190053823798e-19
1522	274952	1.60895897707033e-25	1.95190053823798e-19
1522	27499	1.00772092176838e-15	1.2225115976387e-09
1522	275228	1.01424831088172e-15	1.2304302671046e-09
1522	276112	2.39794715320039e-08	0.0290905759916928
1522	276207	9.91932229055139e-09	0.012033576240171
1522	276965	6.588920230282e-09	0.00799331563276545
1522	277531	6.48603310763814e-11	7.86849863436567e-05
1522	281484	1.16655742759728e-10	0.000141520331050251
1522	282817	3.94798746046904e-24	4.78948124773071e-18
1522	284124	4.69109472081358e-10	0.00056909781050814
1522	28475	1.33476565670961e-09	0.00161926428260899
1522	28546	1.5886296011328e-08	0.0192723805746625
1522	28596	7.74554986303267e-10	0.000939647508858877
1522	28663	2.3593751210937e-08	0.0286226413127922
1522	296106	1.42798465519626e-08	0.0173235244452807
1522	297968	1.84542018809227e-74	2.2387622740832e-68
1522	298101	9.11882341051491e-34	1.10624550263491e-27
1522	299563	1.43013962546544e-29	1.73496673593527e-23
1522	299566	1.43013962546544e-29	1.73496673593527e-23
1522	29961	9.31136256206295e-10	0.00112960329353539
1522	301806	9.88663689023428e-37	1.19939241102033e-30
1522	302594	2.30114477466843e-08	0.0279162227766514
1522	303109	6.85275963695045e-35	8.31339108976826e-29
1522	307636	2.1807807041212e-15	2.64560320730111e-09
1522	318685	1.01083450110396e-10	0.000122628882084176
1522	330826	1.49137767277207e-08	0.0180925736683508
1522	330870	1.70738340549914e-09	0.00207130364146426
1522	333535	1.40144552872852e-08	0.0170015663594936
1522	333622	2.99006607136147e-08	0.0362738370414181
1522	335041	1.70738340549914e-09	0.00207130364146426
1522	335800	1.70738340549914e-09	0.00207130364146426
1522	336569	1.70738340549914e-09	0.00207130364146426
1522	336691	6.39787659347722e-11	7.76155199999392e-05
1522	336894	1.70738340549914e-09	0.00207130364146426
1522	336998	1.70738340549914e-09	0.00207130364146426
1522	337467	1.70738340549914e-09	0.00207130364146426
1522	337738	1.86162114039787e-10	0.000225841637836797
1522	338145	1.70738340549914e-09	0.00207130364146426
1522	338462	2.81346942289727e-23	3.4131463630407e-17
1522	338764	1.70738340549914e-09	0.00207130364146426
1522	340188	2.15203012061933e-08	0.0261072458067873
1522	341345	4.07720264507572e-10	0.000494623800286038
1522	341768	5.42165016763049e-10	0.000657724779261009
1522	341959	5.42165016763049e-10	0.000657724779261009
1522	342318	1.48205191365419e-09	0.00179794386879001
1522	342962	1.59872930803527e-09	0.00193949046639645
1522	343513	1.59872930803527e-09	0.00193949046639645
1522	343572	2.60652742335247e-09	0.00316209571100293
1522	348682	1.34580164958139e-08	0.0163265254218142
1522	35636	1.83822591450212e-09	0.00223003457704868
1522	52050	1.57877466702043e-09	0.0019152825934225
1522	55164	4.26351156671282e-12	5.17225773959982e-06
1522	65134	3.21099216683081e-09	0.00389539909222996
1522	66644	7.38367925703986e-11	8.95747357228162e-05
1522	72649	1.49151572828355e-17	1.80942484818855e-11
1522	72677	1.49151572828355e-17	1.80942484818855e-11
1522	74103	8.36939045827986e-47	1.01532841875099e-40
1522	74269	8.36939045827986e-47	1.01532841875099e-40
1522	75820	1.15890985373127e-08	0.0140592569450482
1522	75829	1.15890985373127e-08	0.0140592569450482
1522	76178	2.93030739321953e-15	3.5548877625473e-09
1522	76625	1.59257232884154e-10	0.000193202115787247
1522	78603	8.85856281053577e-20	1.07467211807874e-13
1522	78655	7.92537424224308e-20	9.61462813510598e-14
1527	102235	2.27848363807126e-09	0.00276413103310796
1527	127937	7.89400565600902e-10	0.000957657349155907
1527	131125	2.44369143720223e-08	0.029645520485847
1527	131220	2.80425968633048e-08	0.0340197361717338
1527	132155	7.79589561689547e-22	9.45755178815865e-16
1527	152675	3.72967810262287e-09	0.00452464034180642
1527	154336	7.9158958241508e-14	9.60312943958942e-08
1527	155074	7.92762941352715e-16	9.61736398487339e-10
1527	155279	2.50806599788604e-14	3.04264772500546e-08
1527	184259	6.86453142555882e-14	8.32767197625956e-08
1527	227069	3.25184795094638e-08	0.0394496308245085
1527	232558	5.72022711966842e-35	6.93946492909015e-29
1527	25201	2.72205572574214e-10	0.000330224829340544
1527	26978	6.09754123422351e-12	7.39720166059208e-06
1527	37685	3.16018958052568e-10	0.000383376818866683
